leave_id,employee_id,leave_type,start_date,end_date,status,created_at
691,360,annual,2023-09-01,2023-09-09,rejected,2026-04-05 21:50:05.069527
692,360,annual,2023-10-26,2023-11-01,rejected,2026-04-05 21:50:05.069527
693,360,unpaid,2024-05-11,2024-05-24,approved,2026-04-05 21:50:05.069527
694,361,annual,2023-06-21,2023-07-06,approved,2026-04-05 21:50:05.069527
695,361,annual,2020-11-16,2020-12-01,approved,2026-04-05 21:50:05.069527
696,361,maternity,2020-03-22,2020-06-06,approved,2026-04-05 21:50:05.069527
697,361,sick,2020-10-05,2020-10-09,approved,2026-04-05 21:50:05.069527
698,361,unpaid,2023-01-04,2023-02-03,approved,2026-04-05 21:50:05.069527
699,362,annual,2020-10-16,2020-10-19,approved,2026-04-05 21:50:05.069527
700,362,annual,2022-10-04,2022-10-17,approved,2026-04-05 21:50:05.069527
701,362,annual,2023-04-11,2023-04-23,approved,2026-04-05 21:50:05.069527
702,363,annual,2020-02-08,2020-02-15,approved,2026-04-05 21:50:05.069527
703,363,sick,2022-06-25,2022-06-27,approved,2026-04-05 21:50:05.069527
704,363,sick,2023-07-09,2023-07-11,approved,2026-04-05 21:50:05.069527
705,363,sick,2023-04-19,2023-04-22,pending,2026-04-05 21:50:05.069527
706,363,annual,2020-09-20,2020-09-29,approved,2026-04-05 21:50:05.069527
707,364,sick,2022-01-24,2022-01-29,approved,2026-04-05 21:50:05.069527
708,364,annual,2021-06-10,2021-06-22,approved,2026-04-05 21:50:05.069527
709,365,annual,2023-03-28,2023-04-02,approved,2026-04-05 21:50:05.069527
710,365,annual,2021-06-10,2021-06-16,rejected,2026-04-05 21:50:05.069527
711,365,annual,2021-03-07,2021-03-19,approved,2026-04-05 21:50:05.069527
712,366,annual,2022-04-15,2022-04-26,approved,2026-04-05 21:50:05.069527
713,366,sick,2022-07-24,2022-07-26,approved,2026-04-05 21:50:05.069527
714,367,annual,2022-04-13,2022-04-24,approved,2026-04-05 21:50:05.069527
715,367,annual,2024-03-12,2024-03-16,approved,2026-04-05 21:50:05.069527
716,367,annual,2021-03-29,2021-04-06,approved,2026-04-05 21:50:05.069527
717,367,annual,2020-07-15,2020-07-18,approved,2026-04-05 21:50:05.069527
718,367,annual,2021-06-03,2021-06-16,approved,2026-04-05 21:50:05.069527
719,368,annual,2023-09-12,2023-09-19,rejected,2026-04-05 21:50:05.069527
720,368,annual,2022-05-07,2022-05-12,approved,2026-04-05 21:50:05.069527
721,368,annual,2023-08-01,2023-08-09,approved,2026-04-05 21:50:05.069527
722,369,sick,2022-07-20,2022-07-25,approved,2026-04-05 21:50:05.069527
723,369,annual,2024-02-13,2024-02-21,approved,2026-04-05 21:50:05.069527
724,370,sick,2020-08-26,2020-08-31,approved,2026-04-05 21:50:05.069527
725,370,annual,2023-01-26,2023-02-08,approved,2026-04-05 21:50:05.069527
726,370,annual,2022-02-21,2022-02-25,rejected,2026-04-05 21:50:05.069527
727,370,annual,2022-02-05,2022-02-19,approved,2026-04-05 21:50:05.069527
728,371,annual,2024-03-20,2024-04-02,approved,2026-04-05 21:50:05.069527
729,371,annual,2021-08-30,2021-09-09,rejected,2026-04-05 21:50:05.069527
730,372,paternity,2023-11-23,2023-12-07,approved,2026-04-05 21:50:05.069527
731,372,sick,2020-11-28,2020-11-30,approved,2026-04-05 21:50:05.069527
732,373,annual,2021-02-24,2021-03-02,approved,2026-04-05 21:50:05.069527
733,373,sick,2022-08-04,2022-08-09,pending,2026-04-05 21:50:05.069527
734,373,maternity,2020-01-22,2020-04-05,approved,2026-04-05 21:50:05.069527
735,374,paternity,2023-05-14,2023-05-24,approved,2026-04-05 21:50:05.069527
736,374,annual,2022-10-29,2022-11-09,approved,2026-04-05 21:50:05.069527
737,375,annual,2023-03-26,2023-04-09,pending,2026-04-05 21:50:05.069527
738,375,annual,2022-10-20,2022-11-01,approved,2026-04-05 21:50:05.069527
739,375,unpaid,2023-09-29,2023-10-10,approved,2026-04-05 21:50:05.069527
740,376,annual,2022-11-05,2022-11-16,rejected,2026-04-05 21:50:05.069527
741,376,unpaid,2023-08-30,2023-09-09,approved,2026-04-05 21:50:05.069527
742,376,annual,2021-02-26,2021-03-09,approved,2026-04-05 21:50:05.069527
743,376,annual,2022-07-22,2022-07-29,approved,2026-04-05 21:50:05.069527
744,376,annual,2022-09-23,2022-10-05,approved,2026-04-05 21:50:05.069527
745,377,maternity,2021-09-16,2021-12-10,approved,2026-04-05 21:50:05.069527
746,377,annual,2024-01-28,2024-02-11,approved,2026-04-05 21:50:05.069527
747,378,maternity,2022-09-03,2022-11-11,approved,2026-04-05 21:50:05.069527
748,378,annual,2021-07-05,2021-07-10,approved,2026-04-05 21:50:05.069527
749,378,annual,2023-05-22,2023-05-29,approved,2026-04-05 21:50:05.069527
750,378,annual,2022-09-18,2022-09-25,rejected,2026-04-05 21:50:05.069527
751,379,maternity,2022-06-24,2022-08-24,approved,2026-04-05 21:50:05.069527
752,379,annual,2024-03-05,2024-03-11,approved,2026-04-05 21:50:05.069527
753,379,annual,2022-01-23,2022-01-31,approved,2026-04-05 21:50:05.069527
754,379,unpaid,2022-10-09,2022-10-24,approved,2026-04-05 21:50:05.069527
755,380,annual,2023-03-14,2023-03-19,approved,2026-04-05 21:50:05.069527
757,380,sick,2023-05-05,2023-05-06,approved,2026-04-05 21:50:05.069527
758,380,annual,2023-02-08,2023-02-15,approved,2026-04-05 21:50:05.069527
759,380,unpaid,2020-12-19,2021-01-10,approved,2026-04-05 21:50:05.069527
760,380,maternity,2021-09-12,2021-12-11,approved,2026-04-05 21:50:05.069527
761,381,sick,2021-07-13,2021-07-17,rejected,2026-04-05 21:50:05.069527
762,381,annual,2020-03-24,2020-04-06,approved,2026-04-05 21:50:05.069527
763,382,annual,2023-12-05,2023-12-15,approved,2026-04-05 21:50:05.069527
764,382,annual,2021-10-13,2021-10-25,approved,2026-04-05 21:50:05.069527
765,382,maternity,2023-09-24,2023-12-05,approved,2026-04-05 21:50:05.069527
766,382,annual,2022-06-24,2022-07-08,approved,2026-04-05 21:50:05.069527
767,382,annual,2020-08-02,2020-08-12,approved,2026-04-05 21:50:05.069527
768,382,annual,2023-06-25,2023-06-30,approved,2026-04-05 21:50:05.069527
769,383,annual,2024-03-31,2024-04-10,rejected,2026-04-05 21:50:05.069527
770,383,annual,2021-03-08,2021-03-15,approved,2026-04-05 21:50:05.069527
771,383,annual,2022-07-29,2022-08-03,approved,2026-04-05 21:50:05.069527
772,384,annual,2022-01-21,2022-01-26,approved,2026-04-05 21:50:05.069527
773,384,annual,2022-02-24,2022-03-09,pending,2026-04-05 21:50:05.069527
774,384,annual,2021-04-23,2021-05-04,approved,2026-04-05 21:50:05.069527
775,384,sick,2023-08-07,2023-08-08,approved,2026-04-05 21:50:05.069527
776,384,annual,2023-03-17,2023-03-20,approved,2026-04-05 21:50:05.069527
777,384,annual,2020-08-17,2020-08-30,rejected,2026-04-05 21:50:05.069527
778,385,annual,2023-10-27,2023-10-31,approved,2026-04-05 21:50:05.069527
779,385,paternity,2024-01-28,2024-02-11,approved,2026-04-05 21:50:05.069527
780,385,unpaid,2023-05-30,2023-06-29,approved,2026-04-05 21:50:05.069527
781,386,maternity,2024-04-22,2024-06-23,approved,2026-04-05 21:50:05.069527
782,386,annual,2023-07-23,2023-08-04,rejected,2026-04-05 21:50:05.069527
783,386,sick,2020-04-24,2020-04-27,approved,2026-04-05 21:50:05.069527
784,386,annual,2023-01-22,2023-01-25,approved,2026-04-05 21:50:05.069527
785,387,sick,2020-09-21,2020-09-22,approved,2026-04-05 21:50:05.069527
786,387,annual,2020-12-05,2020-12-16,approved,2026-04-05 21:50:05.069527
787,387,annual,2022-02-10,2022-02-19,approved,2026-04-05 21:50:05.069527
788,387,paternity,2023-01-07,2023-01-17,approved,2026-04-05 21:50:05.069527
789,388,annual,2021-05-31,2021-06-13,approved,2026-04-05 21:50:05.069527
790,388,paternity,2020-05-17,2020-06-01,approved,2026-04-05 21:50:05.069527
791,388,maternity,2023-05-26,2023-08-20,rejected,2026-04-05 21:50:05.069527
792,388,annual,2022-10-27,2022-10-31,approved,2026-04-05 21:50:05.069527
793,388,unpaid,2023-08-30,2023-09-13,approved,2026-04-05 21:50:05.069527
794,389,annual,2020-11-25,2020-12-03,rejected,2026-04-05 21:50:05.069527
795,389,paternity,2020-02-02,2020-02-12,approved,2026-04-05 21:50:05.069527
796,389,annual,2020-11-02,2020-11-13,approved,2026-04-05 21:50:05.069527
797,389,annual,2022-03-14,2022-03-23,approved,2026-04-05 21:50:05.069527
798,389,sick,2021-11-20,2021-11-23,approved,2026-04-05 21:50:05.069527
799,389,annual,2024-05-05,2024-05-09,approved,2026-04-05 21:50:05.069527
800,390,sick,2024-05-30,2024-06-02,approved,2026-04-05 21:50:05.069527
801,390,sick,2021-11-17,2021-11-18,approved,2026-04-05 21:50:05.069527
802,390,maternity,2023-10-16,2023-12-19,approved,2026-04-05 21:50:05.069527
803,390,annual,2023-03-08,2023-03-13,approved,2026-04-05 21:50:05.069527
804,390,sick,2023-04-30,2023-05-04,approved,2026-04-05 21:50:05.069527
805,391,annual,2023-12-09,2023-12-23,approved,2026-04-05 21:50:05.069527
806,391,annual,2024-04-03,2024-04-08,approved,2026-04-05 21:50:05.069527
807,392,annual,2021-04-13,2021-04-23,approved,2026-04-05 21:50:05.069527
808,392,sick,2022-12-07,2022-12-11,approved,2026-04-05 21:50:05.069527
809,392,sick,2020-03-17,2020-03-19,approved,2026-04-05 21:50:05.069527
810,392,sick,2024-02-08,2024-02-10,approved,2026-04-05 21:50:05.069527
811,392,annual,2020-11-20,2020-12-01,approved,2026-04-05 21:50:05.069527
812,393,annual,2022-07-06,2022-07-12,approved,2026-04-05 21:50:05.069527
813,393,annual,2023-07-16,2023-07-25,approved,2026-04-05 21:50:05.069527
814,393,sick,2020-09-23,2020-09-25,approved,2026-04-05 21:50:05.069527
815,393,annual,2020-12-26,2020-12-29,approved,2026-04-05 21:50:05.069527
816,393,maternity,2021-03-16,2021-05-26,approved,2026-04-05 21:50:05.069527
817,393,unpaid,2022-12-18,2022-12-26,approved,2026-04-05 21:50:05.069527
818,394,annual,2022-08-27,2022-09-11,approved,2026-04-05 21:50:05.069527
819,394,annual,2022-12-01,2022-12-06,approved,2026-04-05 21:50:05.069527
820,394,annual,2023-11-15,2023-11-24,approved,2026-04-05 21:50:05.069527
821,394,sick,2021-10-04,2021-10-05,approved,2026-04-05 21:50:05.069527
822,395,unpaid,2024-02-09,2024-03-07,approved,2026-04-05 21:50:05.069527
823,395,sick,2022-12-18,2022-12-22,approved,2026-04-05 21:50:05.069527
824,396,sick,2024-01-19,2024-01-20,approved,2026-04-05 21:50:05.069527
825,396,annual,2020-10-30,2020-11-04,approved,2026-04-05 21:50:05.069527
826,397,annual,2023-09-23,2023-09-29,approved,2026-04-05 21:50:05.069527
827,397,annual,2023-11-06,2023-11-15,approved,2026-04-05 21:50:05.069527
828,397,annual,2022-09-17,2022-10-01,approved,2026-04-05 21:50:05.069527
829,397,annual,2020-07-27,2020-08-03,approved,2026-04-05 21:50:05.069527
830,398,annual,2022-07-21,2022-08-03,approved,2026-04-05 21:50:05.069527
831,398,annual,2020-05-18,2020-05-23,approved,2026-04-05 21:50:05.069527
832,398,sick,2020-12-23,2020-12-28,approved,2026-04-05 21:50:05.069527
833,398,annual,2020-03-11,2020-03-14,approved,2026-04-05 21:50:05.069527
834,399,sick,2022-12-01,2022-12-05,approved,2026-04-05 21:50:05.069527
835,399,sick,2020-12-05,2020-12-10,approved,2026-04-05 21:50:05.069527
836,399,sick,2021-05-25,2021-05-29,rejected,2026-04-05 21:50:05.069527
837,399,annual,2022-01-27,2022-01-31,approved,2026-04-05 21:50:05.069527
838,399,unpaid,2024-05-22,2024-05-31,approved,2026-04-05 21:50:05.069527
839,400,sick,2021-06-26,2021-06-28,approved,2026-04-05 21:50:05.069527
840,400,sick,2021-05-12,2021-05-17,approved,2026-04-05 21:50:05.069527
841,400,annual,2022-10-25,2022-11-08,approved,2026-04-05 21:50:05.069527
842,400,annual,2023-08-17,2023-08-30,approved,2026-04-05 21:50:05.069527
843,400,annual,2023-12-06,2023-12-09,approved,2026-04-05 21:50:05.069527
844,401,annual,2021-12-21,2021-12-25,approved,2026-04-05 21:50:05.069527
845,401,annual,2023-06-12,2023-06-27,approved,2026-04-05 21:50:05.069527
846,401,annual,2021-07-27,2021-08-03,approved,2026-04-05 21:50:05.069527
847,401,annual,2021-08-02,2021-08-08,approved,2026-04-05 21:50:05.069527
848,401,sick,2023-09-04,2023-09-07,approved,2026-04-05 21:50:05.069527
849,402,sick,2023-05-14,2023-05-15,approved,2026-04-05 21:50:05.069527
850,402,annual,2020-03-31,2020-04-12,approved,2026-04-05 21:50:05.069527
851,402,annual,2021-09-05,2021-09-20,approved,2026-04-05 21:50:05.069527
852,403,annual,2023-10-28,2023-11-04,approved,2026-04-05 21:50:05.069527
853,403,annual,2023-08-27,2023-09-03,pending,2026-04-05 21:50:05.069527
854,404,annual,2023-04-23,2023-05-08,approved,2026-04-05 21:50:05.069527
855,404,annual,2020-01-14,2020-01-19,approved,2026-04-05 21:50:05.069527
856,404,annual,2021-10-29,2021-11-07,rejected,2026-04-05 21:50:05.069527
857,404,annual,2021-10-01,2021-10-12,approved,2026-04-05 21:50:05.069527
858,404,annual,2022-05-14,2022-05-26,approved,2026-04-05 21:50:05.069527
859,404,annual,2020-07-13,2020-07-16,approved,2026-04-05 21:50:05.069527
860,405,sick,2020-11-12,2020-11-13,rejected,2026-04-05 21:50:05.069527
861,405,annual,2021-08-03,2021-08-17,approved,2026-04-05 21:50:05.069527
862,405,annual,2023-02-10,2023-02-23,approved,2026-04-05 21:50:05.069527
863,406,unpaid,2022-10-09,2022-10-30,approved,2026-04-05 21:50:05.069527
864,406,sick,2021-09-04,2021-09-09,rejected,2026-04-05 21:50:05.069527
865,406,annual,2023-11-22,2023-12-07,approved,2026-04-05 21:50:05.069527
866,407,annual,2020-12-20,2020-12-29,approved,2026-04-05 21:50:05.069527
867,407,sick,2022-03-26,2022-03-30,approved,2026-04-05 21:50:05.069527
868,407,unpaid,2024-02-29,2024-03-24,approved,2026-04-05 21:50:05.069527
869,407,annual,2022-08-31,2022-09-13,pending,2026-04-05 21:50:05.069527
870,408,sick,2023-04-22,2023-04-24,approved,2026-04-05 21:50:05.069527
871,408,annual,2023-05-04,2023-05-19,approved,2026-04-05 21:50:05.069527
872,409,annual,2020-12-20,2020-12-30,approved,2026-04-05 21:50:05.069527
873,409,paternity,2022-12-16,2022-12-27,approved,2026-04-05 21:50:05.069527
874,410,annual,2022-12-29,2023-01-02,approved,2026-04-05 21:50:05.069527
875,410,sick,2023-11-23,2023-11-27,approved,2026-04-05 21:50:05.069527
876,410,annual,2021-06-20,2021-06-27,approved,2026-04-05 21:50:05.069527
877,410,annual,2022-07-13,2022-07-18,rejected,2026-04-05 21:50:05.069527
878,410,unpaid,2020-09-20,2020-10-10,approved,2026-04-05 21:50:05.069527
879,410,maternity,2021-02-20,2021-05-03,approved,2026-04-05 21:50:05.069527
880,411,paternity,2022-08-31,2022-09-11,approved,2026-04-05 21:50:05.069527
881,411,annual,2021-01-01,2021-01-13,pending,2026-04-05 21:50:05.069527
882,411,annual,2022-01-11,2022-01-24,approved,2026-04-05 21:50:05.069527
883,411,annual,2022-08-06,2022-08-19,approved,2026-04-05 21:50:05.069527
884,411,unpaid,2020-12-29,2021-01-04,approved,2026-04-05 21:50:05.069527
885,411,annual,2021-07-22,2021-08-02,approved,2026-04-05 21:50:05.069527
886,412,annual,2023-03-05,2023-03-10,approved,2026-04-05 21:50:05.069527
887,412,maternity,2021-03-15,2021-05-21,approved,2026-04-05 21:50:05.069527
888,413,sick,2024-05-06,2024-05-09,approved,2026-04-05 21:50:05.069527
889,413,sick,2023-04-21,2023-04-25,approved,2026-04-05 21:50:05.069527
890,413,annual,2023-07-23,2023-07-27,rejected,2026-04-05 21:50:05.069527
891,413,paternity,2021-03-04,2021-03-17,approved,2026-04-05 21:50:05.069527
892,413,annual,2023-04-07,2023-04-15,approved,2026-04-05 21:50:05.069527
893,414,annual,2023-08-07,2023-08-21,approved,2026-04-05 21:50:05.069527
894,414,annual,2021-07-31,2021-08-10,approved,2026-04-05 21:50:05.069527
895,414,annual,2024-02-21,2024-03-02,approved,2026-04-05 21:50:05.069527
896,414,annual,2021-06-22,2021-07-04,approved,2026-04-05 21:50:05.069527
897,414,sick,2021-06-02,2021-06-06,approved,2026-04-05 21:50:05.069527
898,414,sick,2024-03-01,2024-03-05,pending,2026-04-05 21:50:05.069527
899,415,annual,2022-06-16,2022-06-19,pending,2026-04-05 21:50:05.069527
900,415,sick,2021-03-11,2021-03-14,approved,2026-04-05 21:50:05.069527
901,415,annual,2021-08-04,2021-08-09,approved,2026-04-05 21:50:05.069527
902,416,annual,2022-09-04,2022-09-18,approved,2026-04-05 21:50:05.069527
903,416,annual,2023-11-02,2023-11-08,approved,2026-04-05 21:50:05.069527
904,416,annual,2020-06-15,2020-06-18,approved,2026-04-05 21:50:05.069527
905,416,paternity,2023-01-20,2023-02-01,pending,2026-04-05 21:50:05.069527
906,416,annual,2020-01-30,2020-02-05,approved,2026-04-05 21:50:05.069527
907,417,annual,2024-02-14,2024-02-25,approved,2026-04-05 21:50:05.069527
908,417,annual,2021-02-28,2021-03-14,approved,2026-04-05 21:50:05.069527
909,417,paternity,2021-08-29,2021-09-12,approved,2026-04-05 21:50:05.069527
910,417,annual,2023-04-07,2023-04-22,rejected,2026-04-05 21:50:05.069527
911,417,annual,2024-04-19,2024-05-03,approved,2026-04-05 21:50:05.069527
912,418,annual,2024-03-17,2024-03-30,pending,2026-04-05 21:50:05.069527
913,418,paternity,2023-06-25,2023-07-10,approved,2026-04-05 21:50:05.069527
914,418,sick,2024-03-07,2024-03-08,approved,2026-04-05 21:50:05.069527
915,418,annual,2023-07-15,2023-07-20,approved,2026-04-05 21:50:05.069527
916,418,annual,2023-10-10,2023-10-25,pending,2026-04-05 21:50:05.069527
917,418,annual,2024-02-27,2024-03-09,approved,2026-04-05 21:50:05.069527
918,419,paternity,2021-06-03,2021-06-14,approved,2026-04-05 21:50:05.069527
919,419,sick,2020-09-13,2020-09-18,approved,2026-04-05 21:50:05.069527
920,419,annual,2020-04-05,2020-04-11,approved,2026-04-05 21:50:05.069527
921,419,annual,2021-11-16,2021-11-21,approved,2026-04-05 21:50:05.069527
922,419,annual,2022-06-26,2022-07-02,pending,2026-04-05 21:50:05.069527
923,420,unpaid,2020-04-11,2020-04-27,approved,2026-04-05 21:50:05.069527
924,420,annual,2022-05-03,2022-05-10,approved,2026-04-05 21:50:05.069527
925,420,maternity,2021-11-29,2022-02-19,approved,2026-04-05 21:50:05.069527
926,420,unpaid,2022-06-15,2022-07-03,approved,2026-04-05 21:50:05.069527
927,420,annual,2021-06-06,2021-06-17,approved,2026-04-05 21:50:05.069527
928,420,unpaid,2023-11-21,2023-12-06,approved,2026-04-05 21:50:05.069527
929,421,annual,2024-03-18,2024-03-26,approved,2026-04-05 21:50:05.069527
930,421,annual,2024-05-06,2024-05-17,approved,2026-04-05 21:50:05.069527
931,421,annual,2020-12-17,2020-12-30,approved,2026-04-05 21:50:05.069527
932,422,sick,2020-12-20,2020-12-25,rejected,2026-04-05 21:50:05.069527
933,422,paternity,2022-04-12,2022-04-22,pending,2026-04-05 21:50:05.069527
934,422,sick,2023-02-13,2023-02-14,approved,2026-04-05 21:50:05.069527
935,422,annual,2020-05-09,2020-05-18,approved,2026-04-05 21:50:05.069527
936,422,sick,2023-10-03,2023-10-08,rejected,2026-04-05 21:50:05.069527
937,423,sick,2021-11-09,2021-11-14,approved,2026-04-05 21:50:05.069527
938,423,annual,2023-08-13,2023-08-20,rejected,2026-04-05 21:50:05.069527
939,424,annual,2020-11-14,2020-11-24,approved,2026-04-05 21:50:05.069527
940,424,annual,2022-02-08,2022-02-18,pending,2026-04-05 21:50:05.069527
941,424,annual,2022-07-13,2022-07-28,rejected,2026-04-05 21:50:05.069527
942,425,paternity,2020-04-10,2020-04-25,approved,2026-04-05 21:50:05.069527
943,425,sick,2023-10-29,2023-10-30,rejected,2026-04-05 21:50:05.069527
944,425,sick,2022-03-27,2022-04-01,approved,2026-04-05 21:50:05.069527
945,425,maternity,2022-12-18,2023-02-24,approved,2026-04-05 21:50:05.069527
946,425,paternity,2020-09-27,2020-10-10,approved,2026-04-05 21:50:05.069527
947,426,paternity,2023-09-26,2023-10-09,approved,2026-04-05 21:50:05.069527
948,426,annual,2020-12-30,2021-01-14,approved,2026-04-05 21:50:05.069527
949,427,sick,2022-01-06,2022-01-11,approved,2026-04-05 21:50:05.069527
950,427,annual,2021-10-14,2021-10-26,pending,2026-04-05 21:50:05.069527
951,427,annual,2022-12-25,2023-01-03,approved,2026-04-05 21:50:05.069527
952,427,sick,2023-08-23,2023-08-24,approved,2026-04-05 21:50:05.069527
953,427,annual,2021-05-30,2021-06-04,rejected,2026-04-05 21:50:05.069527
954,427,annual,2021-03-08,2021-03-22,approved,2026-04-05 21:50:05.069527
955,428,annual,2021-10-03,2021-10-12,approved,2026-04-05 21:50:05.069527
956,428,sick,2021-10-04,2021-10-06,approved,2026-04-05 21:50:05.069527
957,428,sick,2020-07-03,2020-07-07,approved,2026-04-05 21:50:05.069527
958,428,sick,2022-12-25,2022-12-28,approved,2026-04-05 21:50:05.069527
959,429,paternity,2022-05-23,2022-06-03,approved,2026-04-05 21:50:05.069527
960,429,annual,2021-06-07,2021-06-10,approved,2026-04-05 21:50:05.069527
961,429,annual,2022-10-02,2022-10-05,approved,2026-04-05 21:50:05.069527
962,430,paternity,2022-06-28,2022-07-08,approved,2026-04-05 21:50:05.069527
963,430,annual,2022-06-17,2022-07-01,approved,2026-04-05 21:50:05.069527
964,430,annual,2022-04-10,2022-04-23,approved,2026-04-05 21:50:05.069527
965,430,annual,2024-05-17,2024-05-30,rejected,2026-04-05 21:50:05.069527
966,430,annual,2020-10-22,2020-11-02,approved,2026-04-05 21:50:05.069527
967,430,sick,2021-02-25,2021-03-01,approved,2026-04-05 21:50:05.069527
968,431,annual,2023-07-02,2023-07-07,approved,2026-04-05 21:50:05.069527
969,431,sick,2020-07-03,2020-07-08,rejected,2026-04-05 21:50:05.069527
970,432,annual,2022-05-11,2022-05-23,approved,2026-04-05 21:50:05.069527
971,432,annual,2021-01-29,2021-02-05,rejected,2026-04-05 21:50:05.069527
972,433,annual,2021-02-16,2021-02-24,rejected,2026-04-05 21:50:05.069527
973,433,annual,2022-02-14,2022-02-18,approved,2026-04-05 21:50:05.069527
974,434,annual,2021-03-30,2021-04-09,pending,2026-04-05 21:50:05.069527
975,434,annual,2022-09-27,2022-10-10,approved,2026-04-05 21:50:05.069527
976,435,sick,2022-02-08,2022-02-12,approved,2026-04-05 21:50:05.069527
977,435,annual,2023-05-05,2023-05-08,rejected,2026-04-05 21:50:05.069527
978,435,sick,2024-02-29,2024-03-05,rejected,2026-04-05 21:50:05.069527
979,435,annual,2021-03-17,2021-03-25,pending,2026-04-05 21:50:05.069527
980,436,unpaid,2022-04-14,2022-05-08,approved,2026-04-05 21:50:05.069527
981,436,annual,2023-07-10,2023-07-24,approved,2026-04-05 21:50:05.069527
982,436,annual,2023-03-11,2023-03-23,approved,2026-04-05 21:50:05.069527
983,436,annual,2023-11-05,2023-11-16,approved,2026-04-05 21:50:05.069527
984,436,annual,2020-08-22,2020-08-30,approved,2026-04-05 21:50:05.069527
985,437,annual,2020-10-16,2020-10-21,approved,2026-04-05 21:50:05.069527
986,437,sick,2023-06-05,2023-06-07,approved,2026-04-05 21:50:05.069527
987,437,annual,2024-05-20,2024-05-24,approved,2026-04-05 21:50:05.069527
988,438,sick,2022-05-14,2022-05-18,approved,2026-04-05 21:50:05.069527
989,438,annual,2023-02-20,2023-03-03,rejected,2026-04-05 21:50:05.069527
990,438,paternity,2023-11-13,2023-11-25,approved,2026-04-05 21:50:05.069527
991,438,sick,2024-02-25,2024-02-28,pending,2026-04-05 21:50:05.069527
992,438,annual,2022-10-13,2022-10-28,approved,2026-04-05 21:50:05.069527
993,438,annual,2020-01-08,2020-01-23,approved,2026-04-05 21:50:05.069527
994,439,annual,2020-10-16,2020-10-26,approved,2026-04-05 21:50:05.069527
995,439,sick,2023-11-25,2023-11-28,approved,2026-04-05 21:50:05.069527
996,439,sick,2023-01-17,2023-01-21,approved,2026-04-05 21:50:05.069527
997,439,annual,2020-07-15,2020-07-28,approved,2026-04-05 21:50:05.069527
998,439,annual,2023-05-20,2023-05-23,pending,2026-04-05 21:50:05.069527
999,440,annual,2021-11-07,2021-11-14,approved,2026-04-05 21:50:05.069527
1000,440,maternity,2023-08-27,2023-11-25,pending,2026-04-05 21:50:05.069527
1001,440,annual,2021-10-20,2021-10-23,approved,2026-04-05 21:50:05.069527
1002,440,sick,2024-03-17,2024-03-21,approved,2026-04-05 21:50:05.069527
1003,441,annual,2022-04-14,2022-04-20,approved,2026-04-05 21:50:05.069527
1004,441,annual,2022-09-30,2022-10-15,approved,2026-04-05 21:50:05.069527
1005,441,annual,2022-05-31,2022-06-14,approved,2026-04-05 21:50:05.069527
1006,441,annual,2022-11-15,2022-11-25,approved,2026-04-05 21:50:05.069527
1007,442,maternity,2021-02-09,2021-04-27,approved,2026-04-05 21:50:05.069527
1008,442,annual,2024-02-16,2024-02-22,approved,2026-04-05 21:50:05.069527
1009,442,annual,2022-12-03,2022-12-10,approved,2026-04-05 21:50:05.069527
1010,442,paternity,2020-05-30,2020-06-14,approved,2026-04-05 21:50:05.069527
1011,443,sick,2020-05-22,2020-05-26,approved,2026-04-05 21:50:05.069527
1012,443,annual,2020-11-05,2020-11-11,approved,2026-04-05 21:50:05.069527
1013,443,annual,2023-11-28,2023-12-01,pending,2026-04-05 21:50:05.069527
1014,443,annual,2020-02-20,2020-02-24,approved,2026-04-05 21:50:05.069527
1015,443,sick,2021-01-20,2021-01-25,approved,2026-04-05 21:50:05.069527
1016,444,annual,2021-05-05,2021-05-08,approved,2026-04-05 21:50:05.069527
1017,444,maternity,2023-10-03,2023-12-02,rejected,2026-04-05 21:50:05.069527
1018,444,annual,2023-11-19,2023-11-28,approved,2026-04-05 21:50:05.069527
1019,444,annual,2020-01-03,2020-01-14,approved,2026-04-05 21:50:05.069527
1020,444,sick,2023-08-22,2023-08-23,approved,2026-04-05 21:50:05.069527
1021,444,sick,2021-09-20,2021-09-24,approved,2026-04-05 21:50:05.069527
1022,445,annual,2021-02-13,2021-02-21,approved,2026-04-05 21:50:05.069527
1023,445,annual,2022-07-26,2022-08-03,approved,2026-04-05 21:50:05.069527
1024,445,annual,2021-05-08,2021-05-15,approved,2026-04-05 21:50:05.069527
1025,445,annual,2022-05-01,2022-05-14,pending,2026-04-05 21:50:05.069527
1026,446,sick,2020-10-16,2020-10-21,approved,2026-04-05 21:50:05.069527
1027,446,annual,2023-01-24,2023-01-27,approved,2026-04-05 21:50:05.069527
1028,447,maternity,2022-02-16,2022-05-10,approved,2026-04-05 21:50:05.069527
1029,447,annual,2020-09-13,2020-09-19,approved,2026-04-05 21:50:05.069527
1030,447,sick,2023-03-01,2023-03-06,pending,2026-04-05 21:50:05.069527
1031,447,paternity,2021-05-29,2021-06-08,approved,2026-04-05 21:50:05.069527
1032,448,annual,2020-06-09,2020-06-16,approved,2026-04-05 21:50:05.069527
1033,448,annual,2023-05-16,2023-05-28,approved,2026-04-05 21:50:05.069527
1034,449,annual,2022-08-07,2022-08-12,rejected,2026-04-05 21:50:05.069527
1035,449,annual,2021-12-28,2022-01-01,approved,2026-04-05 21:50:05.069527
1036,449,maternity,2023-08-26,2023-11-18,approved,2026-04-05 21:50:05.069527
